Datum;Eröffnung;Schluss;Tageshoch;Tagestief;Daily Return
08.01.2009;8.769,94;8.742,46;8.770,02;8.651,19;-0,001544822
09.01.2009;8.738,80;8.599,18;8.769,62;8.576,96;-0,00699072
12.01.2009;8.599,26;8.473,97;8.602,60;8.421,08;-0,006341359
13.01.2009;8.474,61;8.448,56;8.522,08;8.376,88;-0,00146813
14.01.2009;8.446,01;8.200,14;8.446,25;8.140,72;-0,013036924
15.01.2009;8.196,24;8.212,49;8.286,16;7.995,13;0,00102832
16.01.2009;8.215,67;8.281,22;8.341,20;8.109,34;0,003367943
20.01.2009;8.279,63;7.949,09;8.291,98;7.939,93;-0,017689145
21.01.2009;7.949,17;8.228,10;8.243,55;7.936,19;0,014784024
22.01.2009;8.224,43;8.122,80;8.224,83;7.957,14;-0,006149755
23.01.2009;8.108,79;8.077,56;8.152,59;7.909,03;-0,001650054
26.01.2009;8.078,04;8.116,03;8.231,68;8.023,16;0,002110413
27.01.2009;8.117,39;8.174,73;8.225,79;8.083,14;0,003120752
28.01.2009;8.175,93;8.375,45;8.405,87;8.175,93;0,010347039
29.01.2009;8.373,06;8.149,01;8.373,14;8.137,94;-0,011779353
30.01.2009;8.149,01;8.000,86;8.195,76;7.961,92;-0,007981207
02.02.2009;8.000,62;7.936,83;8.000,62;7.867,37;-0,00346781
03.02.2009;7.936,99;8.078,36;8.111,57;7.905,52;0,007234922
04.02.2009;8.070,32;7.956,66;8.162,15;7.929,26;-0,006259853
05.02.2009;7.954,83;8.063,07;8.107,83;7.845,31;0,00550904
06.02.2009;8.056,38;8.280,59;8.312,37;8.052,24;0,011962771
09.02.2009;8.281,38;8.270,87;8.315,07;8.196,24;-0,000630814
10.02.2009;8.269,36;7.888,88;8.269,44;7.848,74;-0,020557305
11.02.2009;7.887,05;7.939,53;7.983,74;7.852,16;0,002466469
12.02.2009;7.931,97;7.932,76;7.938,82;7.693,98;5,63913E-05
13.02.2009;7.933,00;7.850,41;7.970,84;7.840,45;-0,004809631
17.02.2009;7.845,63;7.552,60;7.845,63;7.551,01;-0,016890879
18.02.2009;7.546,35;7.555,63;7.617,76;7.479,97;0,000510746
19.02.2009;7.555,23;7.465,95;7.614,97;7.447,55;-0,005422129
20.02.2009;7.461,49;7.365,67;7.469,29;7.249,47;-0,005594436
23.02.2009;7.365,99;7.114,78;7.441,02;7.105,94;-0,015035468
24.02.2009;7.115,34;7.350,94;7.378,97;7.114,30;0,014066864
25.02.2009;7.349,58;7.270,89;7.404,94;7.156,68;-0,004784268
26.02.2009;7.269,06;7.182,08;7.402,31;7.173,56;-0,005295141
27.02.2009;7.180,97;7.062,93;7.195,46;7.033,62;-0,007594997
02.03.2009;7.056,48;6.763,29;7.058,95;6.755,17;-0,018332512
03.03.2009;6.764,81;6.726,02;6.855,29;6.705,63;-0,002466457
04.03.2009;6.726,50;6.875,84;6.979,22;6.726,42;0,009421013
05.03.2009;6.874,01;6.594,44;6.874,01;6.544,10;-0,017984824
06.03.2009;6.595,16;6.626,94;6.755,17;6.469,95;0,002009054
09.03.2009;6.625,74;6.547,05;6.709,61;6.516,86;-0,005191386
10.03.2009;6.547,01;6.926,49;6.926,49;6.546,61;0,024259482
11.03.2009;6.923,13;6.930,40;7.015,06;6.867,55;0,0005805
12.03.2009;6.932,39;7.170,06;7.184,71;6.872,25;0,014475626
13.03.2009;7.167,35;7.223,98;7.242,62;7.105,86;0,003499075
16.03.2009;7.225,33;7.216,97;7.392,91;7.206,85;-0,00044081
17.03.2009;7.218,00;7.395,70;7.396,81;7.172,05;0,010562408
18.03.2009;7.395,70;7.486,58;7.571,64;7.257,27;0,005483977
19.03.2009;7.489,68;7.400,80;7.548,46;7.369,26;-0,005095994
20.03.2009;7.402,31;7.278,38;7.460,93;7.257,83;-0,007280634
23.03.2009;7.279,25;7.775,86;7.780,72;7.278,78;0,028528292
24.03.2009;7.773,47;7.659,97;7.796,57;7.646,99;-0,00639693
25.03.2009;7.659,81;7.749,81;7.863,63;7.550,06;0,005215935
26.03.2009;7.752,36;7.924,56;7.931,33;7.752,28;0,009432153
27.03.2009;7.922,57;7.776,18;7.922,57;7.735,95;-0,008260097
30.03.2009;7.773,31;7.522,02;7.773,39;7.437,59;-0,014170477
31.03.2009;7.523,77;7.608,92;7.725,36;7.523,45;0,004728233
01.04.2009;7.606,13;7.761,60;7.789,00;7.483,87;0,008921223
02.04.2009;7.763,99;7.978,08;8.075,73;7.763,99;0,011952209
03.04.2009;7.980,63;8.017,59;8.019,50;7.897,24;0,001929201
06.04.2009;8.016,16;7.975,85;8.016,16;7.862,20;-0,00256691
07.04.2009;7.968,92;7.789,56;7.969,08;7.762,08;-0,009935606
08.04.2009;7.788,68;7.837,11;7.887,52;7.750,85;0,002846108
09.04.2009;7.839,89;8.083,38;8.087,28;7.839,89;0,013209952
13.04.2009;8.082,02;8.057,81;8.113,41;7.963,75;-0,001324458
14.04.2009;8.057,41;7.920,18;8.057,41;7.902,26;-0,007748934
15.04.2009;7.914,92;8.029,62;8.041,32;7.870,48;0,006222501
16.04.2009;8.029,14;8.125,43;8.168,12;7.962,71;0,005177323
17.04.2009;8.125,43;8.131,33;8.190,66;8.086,88;0,000187565
20.04.2009;8.128,94;7.841,73;8.128,94;7.840,45;-0,015622033
21.04.2009;7.841,73;7.969,56;7.979,20;7.791,95;0,006761899
22.04.2009;7.964,78;7.886,57;8.044,83;7.868,01;-0,004272406
23.04.2009;7.886,81;7.957,06;7.979,44;7.804,21;0,00387254
24.04.2009;7.957,45;8.076,29;8.127,50;7.957,45;0,006305144
27.04.2009;8.073,82;8.025,00;8.122,56;7.987,16;-0,002711958
28.04.2009;8.023,56;8.016,95;8.091,66;7.938,98;-0,000284262
29.04.2009;8.018,31;8.185,73;8.257,57;8.017,91;0,009122041
30.04.2009;8.188,51;8.168,12;8.307,51;8.136,90;-0,001120526
01.05.2009;8.167,41;8.212,41;8.219,81;8.099,31;0,002449192
04.05.2009;8.213,60;8.426,74;8.434,86;8.213,60;0,011064711
05.05.2009;8.425,55;8.410,65;8.458,12;8.362,78;-0,001139089
06.05.2009;8.403,48;8.512,28;8.518,57;8.403,00;0,00565203
07.05.2009;8.513,56;8.409,85;8.577,19;8.358,00;-0,00527751
08.05.2009;8.410,73;8.574,65;8.587,55;8.410,73;0,008108108
11.05.2009;8.569,23;8.418,77;8.569,23;8.410,33;-0,007672521
12.05.2009;8.419,17;8.469,11;8.517,46;8.365,65;0,002193477
13.05.2009;8.461,80;8.284,89;8.462,04;8.262,43;-0,00912202
14.05.2009;8.285,92;8.331,32;8.376,64;8.273,90;0,002107146
15.05.2009;8.326,22;8.268,64;8.394,96;8.230,17;-0,002934495
18.05.2009;8.270,15;8.504,08;8.511,88;8.270,15;0,012032232
19.05.2009;8.502,48;8.474,85;8.538,01;8.463,54;-0,001568899
20.05.2009;8.471,82;8.422,04;8.591,93;8.405,47;-0,002867381
21.05.2009;8.416,07;8.292,13;8.416,15;8.221,01;-0,006439047
22.05.2009;8.292,21;8.277,32;8.364,14;8.257,17;-0,000884971
26.05.2009;8.275,33;8.473,49;8.495,71;8.226,90;0,0102852
27.05.2009;8.473,65;8.300,02;8.496,59;8.289,35;-0,008966268
28.05.2009;8.300,50;8.403,80;8.434,62;8.246,58;0,005383857
29.05.2009;8.404,04;8.500,33;8.522,95;8.368,52;0,005008981
01.06.2009;8.501,53;8.721,44;8.760,70;8.501,29;0,011099073
02.06.2009;8.721,60;8.740,87;8.787,13;8.693,72;0,000918746
03.06.2009;8.740,07;8.675,28;8.740,39;8.598,38;-0,003710259
04.06.2009;8.665,72;8.750,24;8.751,25;8.634,57;0,004290251
05.06.2009;8.751,75;8.763,13;8.839,40;8.700,41;0,000376977
08.06.2009;8.759,35;8.764,49;8.823,97;8.633,07;0,000271617
09.06.2009;8.764,83;8.763,06;8.803,26;8.725,12;-5,7977E-05
10.06.2009;8.763,66;8.739,02;8.834,93;8.639,95;-0,001361461
11.06.2009;8.736,23;8.770,92;8.877,93;8.736,23;0,001676029
12.06.2009;8.770,01;8.799,26;8.805,53;8.716,73;0,00140855
15.06.2009;8.798,50;8.612,13;8.798,50;8.577,90;-0,009282429
16.06.2009;8.612,44;8.504,67;8.643,65;8.499,38;-0,005484573
17.06.2009;8.504,36;8.497,18;8.563,01;8.461,29;-0,000389818
18.06.2009;8.496,73;8.555,60;8.590,52;8.475,12;0,003067684
19.06.2009;8.556,96;8.539,73;8.616,59;8.496,73;-0,000936902
22.06.2009;8.538,52;8.339,01;8.538,83;8.334,55;-0,010193638
23.06.2009;8.340,44;8.322,91;8.370,90;8.286,41;-0,000882457
24.06.2009;8.323,51;8.299,86;8.428,41;8.259,88;-0,001267659
25.06.2009;8.299,25;8.472,40;8.490,46;8.259,43;0,008769696
26.06.2009;8.468,54;8.438,39;8.468,77;8.401,36;-0,001459407
29.06.2009;8.440,13;8.529,38;8.533,23;8.429,09;0,004545414
30.06.2009;8.528,93;8.447,00;8.560,44;8.393,95;-0,004164807
01.07.2009;8.447,53;8.504,06;8.580,47;8.447,53;0,002842436
02.07.2009;8.503,00;8.280,74;8.503,23;8.280,74;-0,01157856
06.07.2009;8.279,30;8.324,87;8.327,97;8.205,99;0,002388014
07.07.2009;8.324,95;8.163,60;8.326,31;8.154,38;-0,008850107
08.07.2009;8.157,02;8.178,41;8.219,52;8.087,19;0,001169212
09.07.2009;8.179,01;8.183,17;8.228,67;8.145,31;0,000184744
10.07.2009;8.182,49;8.146,52;8.183,85;8.093,31;-0,001897362
13.07.2009;8.146,82;8.331,68;8.331,68;8.130,42;0,009728301
14.07.2009;8.331,37;8.359,49;8.361,23;8.285,20;0,001695006
15.07.2009;8.363,95;8.616,21;8.628,23;8.363,95;0,012725875
16.07.2009;8.612,66;8.711,82;8.739,55;8.584,40;0,00497508
17.07.2009;8.711,89;8.743,94;8.754,29;8.674,41;0,001699573
20.07.2009;8.746,05;8.848,15;8.854,80;8.745,90;0,005040521
21.07.2009;8.848,15;8.915,94;8.927,13;8.811,27;0,003141706
22.07.2009;8.912,39;8.881,26;8.949,80;8.860,32;-0,001468256
23.07.2009;8.882,31;9.069,29;9.096,72;8.866,44;0,008895058
24.07.2009;9.066,11;9.093,24;9.100,88;9.007,39;0,001290506
27.07.2009;9.093,09;9.108,51;9.123,40;9.034,52;0,000660032
28.07.2009;9.106,92;9.096,72;9.124,91;9.007,47;-0,000695854
29.07.2009;9.092,34;9.070,72;9.094,83;9.014,19;-0,000932415
30.07.2009;9.072,84;9.154,46;9.246,43;9.072,61;0,003896595
31.07.2009;9.154,61;9.171,61;9.218,77;9.133,45;0,000902319
03.08.2009;9.173,65;9.286,56;9.298,43;9.173,65;0,00524208
04.08.2009;9.285,05;9.320,19;9.321,10;9.250,74;0,001415396
05.08.2009;9.315,36;9.280,97;9.318,08;9.206,45;-0,001783192
06.08.2009;9.277,19;9.256,26;9.325,11;9.208,80;-0,000878166
07.08.2009;9.258,45;9.370,07;9.437,71;9.258,45;0,005127603
10.08.2009;9.368,41;9.337,95;9.371,96;9.290,34;-0,001582738
11.08.2009;9.334,33;9.241,45;9.334,33;9.216,88;-0,004596405
12.08.2009;9.236,06;9.361,61;9.424,11;9.221,02;0,005895344
13.08.2009;9.362,29;9.398,19;9.406,50;9.305,31;0,0016552
14.08.2009;9.398,04;9.321,40;9.401,97;9.232,83;-0,00390805
17.08.2009;9.313,85;9.135,34;9.313,85;9.116,52;-0,008451115
18.08.2009;9.134,36;9.217,94;9.233,51;9.134,36;0,003519258
19.08.2009;9.208,68;9.279,16;9.313,09;9.131,94;0,003282731
20.08.2009;9.278,55;9.350,05;9.363,95;9.267,97;0,003232087
21.08.2009;9.347,86;9.505,96;9.519,11;9.347,25;0,007293834
24.08.2009;9.506,18;9.509,28;9.587,73;9.486,23;0,000138405
25.08.2009;9.509,21;9.539,29;9.620,00;9.508,98;0,001340654
26.08.2009;9.538,61;9.543,52;9.582,97;9.485,78;0,000137479
27.08.2009;9.541,63;9.580,63;9.609,72;9.459,40;0,001867133
28.08.2009;9.582,74;9.544,20;9.630,20;9.495,98;-0,001808877
31.08.2009;9.542,91;9.496,28;9.543,06;9.436,13;-0,002308457
01.09.2009;9.492,32;9.310,60;9.557,95;9.292,08;-0,008599522
02.09.2009;9.306,21;9.280,67;9.330,93;9.262,30;-0,001129881
03.09.2009;9.282,03;9.344,61;9.350,27;9.252,93;0,002953068
04.09.2009;9.345,36;9.441,27;9.445,72;9.321,63;0,004381939
08.09.2009;9.440,13;9.497,34;9.511,02;9.439,98;0,002589713
09.09.2009;9.496,59;9.547,22;9.577,22;9.476,18;0,002278308
10.09.2009;9.546,54;9.627,48;9.633,00;9.508,22;0,003574595
11.09.2009;9.625,44;9.605,41;9.649,85;9.571,56;-0,001236226
14.09.2009;9.598,08;9.626,80;9.631,11;9.535,96;0,001280441
15.09.2009;9.626,42;9.683,41;9.713,71;9.580,93;0,002576969
16.09.2009;9.683,71;9.791,71;9.799,72;9.679,18;0,004732932
17.09.2009;9.789,82;9.783,92;9.854,58;9.749,46;-0,000224973
18.09.2009;9.784,75;9.820,20;9.847,71;9.784,68;0,001500276
21.09.2009;9.818,61;9.778,86;9.818,69;9.725,88;-0,001728474
22.09.2009;9.779,61;9.829,87;9.843,40;9.771,91;0,002259815
23.09.2009;9.830,63;9.748,55;9.917,99;9.740,84;-0,00357718
24.09.2009;9.749,99;9.707,44;9.805,39;9.666,03;-0,001933458
25.09.2009;9.706,68;9.665,19;9.735,93;9.641,01;-0,001948396
28.09.2009;9.663,23;9.789,36;9.823,67;9.663,23;0,005648841
29.09.2009;9.789,74;9.742,20;9.834,48;9.739,11;-0,002130611
30.09.2009;9.741,83;9.712,28;9.776,82;9.608,59;-0,00134976
01.10.2009;9.711,60;9.509,28;9.711,67;9.500,37;-0,009218971
02.10.2009;9.507,62;9.487,67;9.524,78;9.430,08;-0,000863727
05.10.2009;9.488,73;9.599,75;9.625,06;9.481,09;0,005120141
06.10.2009;9.601,26;9.731,25;9.774,32;9.601,26;0,005592192
07.10.2009;9.725,69;9.725,58;9.740,32;9.675,62;0,000112961
08.10.2009;9.728,22;9.786,87;9.836,67;9.728,07;0,002573603
09.10.2009;9.786,04;9.864,94;9.865,01;9.764,88;0,003500669
12.10.2009;9.865,24;9.885,80;9.931,82;9.849,37;0,000824203
13.10.2009;9.883,98;9.871,06;9.895,09;9.815,06;-0,000458528
14.10.2009;9.873,55;10.015,86;10.027,73;9.873,48;0,00617242
15.10.2009;10.014,88;10.062,94;10.062,94;9.977,47;0,002010939
16.10.2009;10.061,36;9.995,91;10.061,66;9.939,91;-0,002801333
19.10.2009;9.996,67;10.092,19;10.117,96;9.995,15;0,00413996
20.10.2009;10.092,42;10.041,48;10.098,39;9.992,81;-0,002311783
21.10.2009;10.038,84;9.949,36;10.119,47;9.943,76;-0,004027218
22.10.2009;9.946,18;10.081,31;10.105,19;9.916,78;0,006660759
23.10.2009;10.099,90;9.972,18;10.109,57;9.932,50;-0,005520432
26.10.2009;9.972,33;9.867,96;10.072,32;9.849,45;-0,004552537
27.10.2009;9.868,34;9.882,17;9.947,54;9.837,96;0,00056163
28.10.2009;9.881,11;9.762,69;9.902,42;9.758,08;-0,005226448
29.10.2009;9.762,91;9.962,58;9.969,91;9.759,13;0,008746325
30.10.2009;9.961,52;9.712,73;9.962,13;9.684,54;-0,011011124
02.11.2009;9.712,13;9.789,44;9.858,59;9.678,95;0,003355957
03.11.2009;9.787,47;9.771,91;9.787,47;9.703,89;-0,000895917
04.11.2009;9.767,30;9.802,14;9.928,04;9.767,14;0,001797074
05.11.2009;9.807,80;10.005,96;10.013,07;9.807,80;0,008487025
06.11.2009;10.001,35;10.023,42;10.044,50;9.936,81;0,000835967
09.11.2009;10.020,62;10.226,94;10.228,23;10.020,62;0,008684192
10.11.2009;10.223,01;10.246,97;10.260,80;10.197,69;0,001035751
11.11.2009;10.247,42;10.291,26;10.341,97;10.246,14;0,001793241
12.11.2009;10.289,82;10.197,47;10.321,64;10.171,24;-0,003899158
13.11.2009;10.197,85;10.270,47;10.305,69;10.192,03;0,002957361
16.11.2009;10.267,53;10.406,96;10.434,24;10.267,45;0,005766504
17.11.2009;10.404,77;10.437,42;10.438,17;10.361,99;0,000896483
18.11.2009;10.426,27;10.426,31;10.432,66;10.360,10;-3,91564E-05
19.11.2009;10.425,33;10.332,44;10.425,33;10.256,11;-0,004077366
20.11.2009;10.327,91;10.318,16;10.342,72;10.271,68;-0,000327277
23.11.2009;10.320,13;10.450,95;10.495,61;10.320,05;0,005483068
24.11.2009;10.451,25;10.433,71;10.453,97;10.359,58;-0,000760694
25.11.2009;10.432,96;10.464,40;10.481,48;10.420,94;0,000801415
27.11.2009;10.452,23;10.309,92;10.452,23;10.231,25;-0,005959981
30.11.2009;10.309,77;10.344,84;10.364,34;10.263,29;0,001431978
01.12.2009;10.343,82;10.471,58;10.501,28;10.343,44;0,005283978
02.12.2009;10.470,44;10.452,68;10.513,52;10.421,47;-0,000614726
03.12.2009;10.455,63;10.366,15;10.507,63;10.350,05;-0,003631342
04.12.2009;10.368,57;10.388,90;10.516,70;10.311,81;0,000765414
07.12.2009;10.386,86;10.390,11;10.443,16;10.360,18;-6,02133E-05
08.12.2009;10.385,42;10.285,97;10.385,65;10.249,84;-0,004310564
09.12.2009;10.282,85;10.337,05;10.342,27;10.235,63;0,002239
10.12.2009;10.336,00;10.405,83;10.444,60;10.335,77;0,002823214
11.12.2009;10.403,41;10.471,50;10.484,05;10.400,08;0,002824058
14.12.2009;10.471,28;10.501,05;10.514,66;10.471,28;0,001160986
15.12.2009;10.499,31;10.452,00;10.499,31;10.426,69;-0,002052365
16.12.2009;10.449,81;10.441,12;10.509,97;10.427,59;-0,000408311
17.12.2009;10.439,99;10.308,26;10.440,06;10.307,96;-0,005467114
18.12.2009;10.309,39;10.328,89;10.372,35;10.263,90;0,000871557
21.12.2009;10.330,10;10.414,14;10.458,05;10.329,80;0,003540988
22.12.2009;10.414,67;10.464,93;10.479,82;10.414,59;0,002065499
23.12.2009;10.464,32;10.466,44;10.492,06;10.437,80;0,000116191
24.12.2009;10.467,12;10.520,10;10.522,06;10.461,68;0,002102247
28.12.2009;10.517,91;10.547,08;10.551,61;10.506,34;0,001233671
29.12.2009;10.547,83;10.545,41;10.580,33;10.544,28;-0,000142897
30.12.2009;10.544,36;10.548,51;10.550,70;10.505,66;0,000170894
31.12.2009;10.548,51;10.428,05;10.555,01;10.423,13;-0,004878081
04.01.2010;10.430,69;10.583,96;10.604,97;10.430,69;0,006359771
05.01.2010;10.584,56;10.572,02;10.584,56;10.522,52;-0,000814818
06.01.2010;10.564,72;10.573,68;10.594,99;10.546,55;0,000262601
07.01.2010;10.571,11;10.606,86;10.612,37;10.505,21;0,00144741
08.01.2010;10.606,40;10.618,19;10.619,40;10.554,33;0,000569192
11.01.2010;10.620,31;10.663,99;10.676,23;10.591,59;0,001736513
12.01.2010;10.662,86;10.627,26;10.663,08;10.568,84;-0,001418484
13.01.2010;10.628,09;10.680,77;10.709,26;10.614,49;0,002122536
14.01.2010;10.680,16;10.710,55;10.723,77;10.666,86;0,001089638
15.01.2010;10.706,99;10.609,65;10.709,94;10.561,06;-0,004018738
19.01.2010;10.608,37;10.725,43;10.729,89;10.591,97;0,004533568
20.01.2010;10.719,69;10.603,15;10.719,92;10.517,30;-0,004716193
21.01.2010;10.603,91;10.389,88;10.614,94;10.374,69;-0,008868042
22.01.2010;10.389,58;10.172,98;10.389,58;10.157,64;-0,009059305
25.01.2010;10.175,10;10.196,86;10.256,87;10.171,77;0,000863453
26.01.2010;10.195,35;10.194,29;10.285,13;10.155,60;-4,51555E-05
27.01.2010;10.194,29;10.236,16;10.255,06;10.104,36;0,001812325
28.01.2010;10.236,92;10.120,46;10.258,83;10.055,08;-0,00490126
29.01.2010;10.122,04;10.067,33;10.239,34;10.043,75;-0,00228214
01.02.2010;10.068,99;10.185,53;10.190,89;10.068,91;0,005023305
02.02.2010;10.186,13;10.296,85;10.314,84;10.173,59;0,00447917
03.02.2010;10.291,73;10.270,55;10.307,20;10.231,93;-0,000786023
04.02.2010;10.273,12;10.002,18;10.273,12;9.998,03;-0,011542136
05.02.2010;10.003,69;10.012,23;10.031,96;9.835,09;7,55328E-05
08.02.2010;10.005,43;9.908,39;10.028,56;9.904,09;-0,004149833
09.02.2010;9.910,28;10.058,64;10.139,43;9.910,06;0,006316018
10.02.2010;10.055,46;10.038,38;10.085,54;9.962,96;-0,000761241
11.02.2010;10.037,85;10.144,19;10.161,57;9.976,71;0,004278599
12.02.2010;10.137,23;10.099,14;10.137,39;9.983,82;-0,001563098
16.02.2010;10.100,81;10.268,81;10.279,54;10.100,81;0,006853801
17.02.2010;10.261,48;10.309,24;10.320,13;10.261,48;0,002022966
18.02.2010;10.309,39;10.392,90;10.406,58;10.294,51;0,003289356
19.02.2010;10.387,77;10.402,35;10.438,55;10.339,17;0,000612477
22.02.2010;10.402,43;10.383,38;10.433,64;10.368,95;-0,000805256
23.02.2010;10.383,16;10.282,41;10.411,12;10.267,83;-0,004167478
24.02.2010;10.284,00;10.374,16;10.393,51;10.283,93;0,003474273
25.02.2010;10.366,60;10.321,03;10.366,68;10.185,83;-0,001897311
26.02.2010;10.321,41;10.325,26;10.353,45;10.272,29;0,000197297
01.03.2010;10.326,10;10.403,79;10.413,99;10.326,10;0,003270696
02.03.2010;10.404,16;10.405,98;10.456,92;10.389,43;8,84848E-05
03.03.2010;10.406,28;10.396,76;10.469,54;10.376,58;-0,000407096
04.03.2010;10.396,53;10.444,14;10.452,38;10.390,86;0,002025438
05.03.2010;10.445,13;10.566,20;10.571,94;10.445,05;0,004905498
08.03.2010;10.563,78;10.552,52;10.587,74;10.542,39;-0,000474688
09.03.2010;10.552,24;10.564,38;10.612,60;10.533,93;0,000324604
10.03.2010;10.560,13;10.567,33;10.601,79;10.526,52;3,49556E-05
11.03.2010;10.560,98;10.611,84;10.611,84;10.507,17;0,002083608
12.03.2010;10.611,77;10.624,69;10.644,95;10.594,84;0,000476114
15.03.2010;10.623,41;10.642,15;10.644,19;10.570,51;0,00078094
16.03.2010;10.642,53;10.685,98;10.693,99;10.621,90;0,001784917
17.03.2010;10.686,36;10.733,67;10.767,98;10.686,36;0,001909132
18.03.2010;10.733,44;10.779,17;10.784,00;10.728,15;0,001879828
19.03.2010;10.780,00;10.741,98;10.819,90;10.694,22;-0,001574044
22.03.2010;10.741,00;10.785,89;10.809,85;10.695,13;0,001863209
23.03.2010;10.787,18;10.888,83;10.893,89;10.784,76;0,004025029
24.03.2010;10.887,62;10.836,15;10.887,84;10.825,42;-0,002003443
25.03.2010;10.837,51;10.841,21;10.955,48;10.834,19;0,000151451
26.03.2010;10.841,29;10.850,36;10.909,38;10.816,43;0,000317954
29.03.2010;10.849,23;10.895,86;10.916,64;10.849,23;0,001829116
30.03.2010;10.895,02;10.907,42;10.940,22;10.866,83;0,000490819
31.03.2010;10.907,34;10.856,63;10.907,42;10.832,83;-0,001996613
01.04.2010;10.857,31;10.927,07;10.956,39;10.857,31;0,00279659
05.04.2010;10.927,45;10.973,55;10.988,06;10.923,97;0,001786366
06.04.2010;10.972,49;10.969,99;10.987,38;10.927,52;-0,000417377
07.04.2010;10.961,95;10.897,52;10.962,66;10.845,45;-0,002581264
08.04.2010;10.896,99;10.927,07;10.949,36;10.844,09;0,001191211
09.04.2010;10.926,92;10.997,35;11.000,98;10.926,92;0,002766588
12.04.2010;10.996,75;11.005,97;11.029,77;10.992,21;0,000393567
13.04.2010;11.006,72;11.019,42;11.038,92;10.947,77;0,000551262
14.04.2010;11.020,70;11.123,11;11.125,22;11.020,63;0,004011195
15.04.2010;11.122,96;11.144,57;11.154,55;11.096,20;0,000807478
16.04.2010;11.143,66;11.018,66;11.153,79;10.973,92;-0,004910895
19.04.2010;11.018,36;11.092,05;11.095,30;10.977,85;0,002936362
20.04.2010;11.093,11;11.117,06;11.146,08;11.081,47;0,00093077
21.04.2010;11.116,91;11.124,92;11.153,72;11.071,34;0,000112105
22.04.2010;11.119,78;11.134,29;11.149,86;11.016,40;0,000484025
23.04.2010;11.132,18;11.204,28;11.205,64;11.105,65;0,002835904
26.04.2010;11.205,11;11.205,03;11.258,01;11.187,65;-5,5816E-05
27.04.2010;11.203,67;10.991,99;11.218,86;10.973,17;-0,008407273
28.04.2010;10.988,87;11.045,27;11.078,52;10.965,38;0,002237849
29.04.2010;11.045,64;11.167,32;11.197,32;11.041,64;0,004793465
30.04.2010;11.168,23;11.008,61;11.197,93;10.999,69;-0,006212809
03.05.2010;11.009,60;11.151,83;11.177,67;11.009,60;0,005483072
04.05.2010;11.149,48;10.926,77;11.149,48;10.869,25;-0,009095612
05.05.2010;10.918,40;10.868,12;10.946,79;10.814,84;-0,002240406
06.05.2010;10.862,22;10.520,32;10.879,76;9.869,62;-0,013926799
07.05.2010;10.519,42;10.380,43;10.579,12;10.241,23;-0,00553595
10.05.2010;10.386,18;10.785,14;10.835,17;10.386,03;0,016162916
11.05.2010;10.780,00;10.748,26;10.874,54;10.685,38;-0,001527548
12.05.2010;10.742,15;10.896,91;10.909,08;10.742,15;0,006200195
13.05.2010;10.896,61;10.782,95;10.920,27;10.771,69;-0,004645252
14.05.2010;10.780,68;10.620,16;10.780,75;10.537,25;-0,006645156
17.05.2010;10.616,98;10.625,83;10.660,97;10.436,06;0,000346333
18.05.2010;10.625,45;10.510,95;10.718,86;10.482,20;-0,004922337
19.05.2010;10.505,70;10.444,37;10.522,52;10.324,66;-0,002715761
20.05.2010;10.440,21;10.068,01;10.440,21;10.065,36;-0,015941627
21.05.2010;10.063,93;10.193,39;10.198,53;9.918,82;0,005554016
24.05.2010;10.193,46;10.066,57;10.196,41;10.052,67;-0,005661913
25.05.2010;10.061,43;10.043,75;10.061,66;9.774,48;-0,000705013
26.05.2010;10.045,11;9.974,45;10.179,03;9.952,68;-0,003184186
27.05.2010;9.971,73;10.258,99;10.264,20;9.971,73;0,012292184
28.05.2010;10.258,00;10.136,63;10.258,00;10.095,90;-0,005284366
01.06.2010;10.133,94;10.024,02;10.218,33;10.013,90;-0,004667522
02.06.2010;10.025,61;10.249,54;10.254,22;10.025,61;0,009641446
03.06.2010;10.250,67;10.255,28;10.315,21;10.175,02;-4,49118E-05
04.06.2010;10.249,61;9.931,97;10.249,69;9.889,88;-0,013681562
07.06.2010;9.931,75;9.816,49;9.982,38;9.810,30;-0,005226636
08.06.2010;9.812,94;9.939,98;9.953,66;9.757,55;0,005655831
09.06.2010;9.941,57;9.899,25;10.065,14;9.867,73;-0,001746527
10.06.2010;9.901,67;10.172,53;10.185,83;9.901,67;0,011474978
11.06.2010;10.166,78;10.211,07;10.215,98;10.082,71;0,00192015
14.06.2010;10.211,83;10.190,89;10.328,67;10.186,21;-0,000827117
15.06.2010;10.192,40;10.404,77;10.408,32;10.192,40;0,008933903
16.06.2010;10.404,24;10.409,46;10.429,03;10.332,60;0,000239533
17.06.2010;10.409,98;10.434,17;10.441,20;10.319,22;0,001042558
18.06.2010;10.435,00;10.450,64;10.483,44;10.424,49;0,000726061
21.06.2010;10.452,46;10.442,41;10.594,16;10.395,55;-0,000436905
22.06.2010;10.441,95;10.293,52;10.493,57;10.283,40;-0,006226979
23.06.2010;10.293,30;10.298,44;10.368,04;10.227,24;0,000159456
24.06.2010;10.297,08;10.152,80;10.298,06;10.128,85;-0,006099169
25.06.2010;10.153,48;10.143,81;10.202,91;10.081,08;-0,000446351
28.06.2010;10.143,05;10.138,52;10.201,93;10.101,41;-0,000313962
29.06.2010;10.135,72;9.870,30;10.135,80;9.811,92;-0,011610501
30.06.2010;9.868,34;9.774,02;9.908,92;9.753,84;-0,004204207
