Datum;Eröffnung;Schluss;Tageshoch;Tagestief;Daily Return
01.07.2010;9.773,27;9.732,53;9.795,48;9.621,89;-0,001827533
02.07.2010;9.732,23;9.686,48;9.770,87;9.614,32;-0,001923995
06.07.2010;9.689,21;9.743,62;9.858,13;9.659,01;0,002130111
07.07.2010;9.736,85;10.018,28;10.026,60;9.736,70;0,012417167
08.07.2010;10.019,26;10.138,99;10.139,86;10.019,26;0,005113641
09.07.2010;10.137,93;10.198,03;10.201,77;10.118,41;0,002618523
12.07.2010;10.199,24;10.216,27;10.220,28;10.146,49;0,00077896
13.07.2010;10.217,55;10.363,02;10.407,82;10.217,55;0,006472188
14.07.2010;10.370,96;10.366,72;10.400,10;10.303,00;-0,000161672
15.07.2010;10.367,10;10.359,31;10.379,74;10.240,48;-0,000456859
16.07.2010;10.356,20;10.097,90;10.356,20;10.079,58;-0,010959902
19.07.2010;10.098,12;10.154,43;10.187,28;10.073,68;0,002288836
20.07.2010;10.151,48;10.229,96;10.236,40;10.007,76;0,003177274
21.07.2010;10.226,02;10.120,53;10.265,54;10.065,50;-0,004448457
22.07.2010;10.121,81;10.322,30;10.363,24;10.121,81;0,00847033
23.07.2010;10.321,16;10.424,62;10.441,95;10.287,48;0,004312975
26.07.2010;10.424,17;10.525,43;10.526,79;10.414,40;0,004192173
27.07.2010;10.525,28;10.537,69;10.578,33;10.494,86;0,000483734
28.07.2010;10.537,01;10.497,88;10.548,52;10.463,22;-0,001571938
29.07.2010;10.498,94;10.467,16;10.584,99;10.387,39;-0,001398336
30.07.2010;10.465,19;10.465,94;10.507,19;10.347,50;0,000150615
02.08.2010;10.468,82;10.674,38;10.692,20;10.468,59;0,008426211
03.08.2010;10.673,92;10.636,38;10.676,95;10.600,96;-0,001782508
04.08.2010;10.630,20;10.680,43;10.702,99;10.627,53;0,002016398
05.08.2010;10.679,67;10.674,98;10.679,75;10.612,85;-0,000452436
06.08.2010;10.668,55;10.653,56;10.668,70;10.515,37;-0,000567432
09.08.2010;10.654,62;10.698,75;10.719,94;10.649,40;0,001709009
10.08.2010;10.696,63;10.644,25;10.700,71;10.551,62;-0,002639358
11.08.2010;10.631,82;10.378,83;10.631,90;10.367,33;-0,011181631
12.08.2010;10.361,58;10.319,95;10.361,65;10.268,71;-0,0017324
13.08.2010;10.320,33;10.303,15;10.354,92;10.285,44;-0,000726934
16.08.2010;10.303,07;10.302,01;10.333,12;10.209,53;-0,000229367
17.08.2010;10.297,63;10.405,85;10.480,44;10.297,47;0,004237172
18.08.2010;10.398,59;10.415,54;10.472,30;10.330,02;0,000524249
19.08.2010;10.411,15;10.271,21;10.411,15;10.216,19;-0,00588682
20.08.2010;10.270,98;10.213,62;10.270,98;10.147,24;-0,00235183
23.08.2010;10.215,51;10.174,41;10.304,70;10.170,29;-0,001808874
24.08.2010;10.173,05;10.040,45;10.173,05;9.991,18;-0,005710978
25.08.2010;10.040,15;10.060,06;10.097,40;9.937,98;0,000853462
26.08.2010;10.059,90;9.985,81;10.104,71;9.968,10;-0,003368267
27.08.2010;9.982,18;10.150,65;10.159,88;9.936,62;0,007051483
30.08.2010;10.145,58;10.009,73;10.150,57;10.007,68;-0,005998152
31.08.2010;10.006,42;10.014,72;10.073,38;9.941,84;0,000416022
01.09.2010;10.016,01;10.269,47;10.279,08;10.016,01;0,010879077
02.09.2010;10.270,08;10.320,10;10.320,37;10.253,96;0,002186662
03.09.2010;10.321,92;10.447,93;10.451,15;10.321,84;0,005222792
07.09.2010;10.446,80;10.340,69;10.446,80;10.332,40;-0,004526168
08.09.2010;10.338,49;10.387,01;10.426,70;10.335,69;0,002080682
09.09.2010;10.388,14;10.415,24;10.476,62;10.386,63;0,001121897
10.09.2010;10.415,01;10.462,77;10.471,28;10.403,17;0,001813862
13.09.2010;10.458,60;10.544,13;10.567,59;10.458,60;0,003561911
14.09.2010;10.544,73;10.526,49;10.588,32;10.499,70;-0,00075477
15.09.2010;10.526,42;10.572,73;10.587,80;10.480,78;0,00186619
16.09.2010;10.571,75;10.594,83;10.603,69;10.522,48;0,000974981
17.09.2010;10.595,51;10.607,85;10.650,16;10.567,36;0,000514921
20.09.2010;10.608,08;10.753,62;10.774,13;10.608,08;0,005908611
21.09.2010;10.753,39;10.761,03;10.833,39;10.717,74;0,000311674
22.09.2010;10.761,11;10.739,31;10.805,38;10.708,40;-0,000914258
23.09.2010;10.738,48;10.662,42;10.761,94;10.640,92;-0,003006794
24.09.2010;10.664,39;10.860,26;10.865,78;10.664,31;0,007895006
27.09.2010;10.860,03;10.812,04;10.873,20;10.809,62;-0,002038678
28.09.2010;10.809,17;10.858,14;10.886,21;10.728,64;0,00195669
29.09.2010;10.857,98;10.835,28;10.869,26;10.798,88;-0,000878438
30.09.2010;10.836,04;10.788,05;10.948,88;10.745,44;-0,001860425
01.10.2010;10.789,72;10.829,68;10.866,54;10.780,64;0,001572163
04.10.2010;10.828,85;10.751,27;10.853,71;10.711,12;-0,003061578
05.10.2010;10.752,78;10.944,72;10.965,61;10.752,63;0,007369113
06.10.2010;10.936,79;10.967,65;10.974,16;10.918,57;0,001253803
07.10.2010;10.968,41;10.948,58;10.998,53;10.892,76;-0,000789053
08.10.2010;10.948,50;11.006,48;11.032,17;10.929,28;0,002311582
11.10.2010;11.006,93;11.010,34;11.030,50;10.977,90;0,000152275
12.10.2010;11.010,79;11.020,40;11.053,21;10.913,84;0,000474236
13.10.2010;11.022,82;11.096,08;11.155,23;11.022,07;0,002912479
14.10.2010;11.096,99;11.094,57;11.112,20;11.023,54;-3,83552E-05
15.10.2010;11.096,01;11.062,78;11.141,19;11.010,68;-0,001308452
18.10.2010;11.062,63;11.143,69;11.159,05;11.054,76;0,003011209
19.10.2010;11.139,60;10.978,62;11.139,60;10.917,62;-0,006484062
20.10.2010;10.974,52;11.107,97;11.152,88;10.970,89;0,005142414
21.10.2010;11.105,24;11.146,57;11.213,54;11.066,19;0,001607065
22.10.2010;11.146,41;11.132,56;11.159,05;11.109,25;-0,000507201
25.10.2010;11.133,40;11.164,05;11.247,60;11.132,34;0,001158559
26.10.2010;11.163,14;11.169,46;11.184,82;11.087,00;0,000204589
27.10.2010;11.168,40;11.126,28;11.168,40;11.020,82;-0,001599602
28.10.2010;11.127,34;11.113,95;11.179,34;11.052,60;-0,000268997
29.10.2010;11.120,45;11.118,49;11.131,01;11.075,80;-5,85809E-06
01.11.2010;11.120,30;11.124,62;11.244,27;11.062,33;0,000192104
02.11.2010;11.125,22;11.188,72;11.219,52;11.125,22;0,002322721
03.11.2010;11.184,88;11.215,13;11.226,64;11.097,37;0,00123184
04.11.2010;11.216,65;11.434,84;11.440,37;11.216,65;0,008381356
05.11.2010;11.435,22;11.444,08;11.451,53;11.393,52;0,000164037
08.11.2010;11.439,54;11.406,84;11.439,61;11.362,53;-0,001366967
09.11.2010;11.403,59;11.346,75;11.421,14;11.303,19;-0,002320937
10.11.2010;11.342,81;11.357,04;11.366,16;11.255,02;-0,000617643
11.11.2010;11.326,69;11.283,10;11.326,77;11.231,22;-0,001744636
12.11.2010;11.281,28;11.192,58;11.283,70;11.143,84;-0,0033723
15.11.2010;11.194,02;11.201,97;11.280,90;11.189,10;2,63812E-05
16.11.2010;11.194,70;11.023,50;11.194,70;10.978,93;-0,006916393
17.11.2010;11.017,83;11.007,88;11.042,16;10.990,81;-0,00028942
18.11.2010;11.010,49;11.181,23;11.199,69;11.010,34;0,006665067
19.11.2010;11.180,77;11.203,55;11.206,17;11.119,24;0,000810673
22.11.2010;11.201,66;11.178,58;11.206,05;11.054,53;-0,000933823
23.11.2010;11.177,60;11.036,37;11.180,17;10.992,17;-0,005483749
24.11.2010;11.037,35;11.187,28;11.195,99;11.037,35;0,005712928
26.11.2010;11.183,50;11.092,00;11.183,50;11.067,17;-0,003891021
29.11.2010;11.083,75;11.052,49;11.083,82;10.929,28;-0,001335448
30.11.2010;11.049,72;11.006,02;11.062,63;10.942,98;-0,001673232
01.12.2010;11.007,23;11.255,78;11.276,10;11.007,23;0,009703342
02.12.2010;11.255,93;11.362,41;11.373,80;11.255,85;0,004068815
03.12.2010;11.361,88;11.382,09;11.388,87;11.318,82;0,000742818
06.12.2010;11.381,33;11.362,19;11.392,08;11.350,27;-0,000667523
07.12.2010;11.363,85;11.359,16;11.450,89;11.354,09;-0,000365128
08.12.2010;11.354,30;11.372,48;11.389,09;11.327,49;0,00061385
09.12.2010;11.370,36;11.370,06;11.413,35;11.331,50;3,05561E-06
10.12.2010;11.370,44;11.410,32;11.413,69;11.357,72;0,001362189
13.12.2010;11.406,16;11.428,56;11.480,03;11.405,33;0,000877893
14.12.2010;11.429,24;11.476,54;11.514,08;11.428,94;0,001759563
15.12.2010;11.475,64;11.457,47;11.519,04;11.445,67;-0,000668098
16.12.2010;11.458,00;11.499,25;11.514,84;11.421,30;0,001552011
17.12.2010;11.499,02;11.491,91;11.503,18;11.451,00;-0,000291667
20.12.2010;11.491,30;11.478,13;11.517,07;11.442,68;-0,000489321
21.12.2010;11.478,36;11.533,16;11.549,12;11.478,29;0,002031194
22.12.2010;11.532,17;11.559,49;11.566,99;11.528,08;0,001013361
23.12.2010;11.559,11;11.573,49;11.580,84;11.542,62;0,000514426
27.12.2010;11.572,81;11.555,03;11.573,19;11.518,44;-0,00067639
28.12.2010;11.554,80;11.575,54;11.591,13;11.541,14;0,000673763
29.12.2010;11.572,74;11.585,38;11.625,00;11.572,66;0,000471088
30.12.2010;11.585,30;11.569,71;11.594,38;11.551,93;-0,000599075
31.12.2010;11.569,33;11.577,51;11.597,41;11.530,32;0,000303955
03.01.2011;11.577,43;11.670,75;11.711,47;11.577,35;0,003492184
04.01.2011;11.670,90;11.691,18;11.698,22;11.635,74;0,00065852
05.01.2011;11.688,61;11.722,89;11.742,68;11.652,89;0,001050967
06.01.2011;11.716,93;11.697,31;11.736,74;11.667,46;-0,000744543
07.01.2011;11.696,86;11.674,76;11.726,94;11.599,68;-0,000911362
10.01.2011;11.672,34;11.637,45;11.677,33;11.573,87;-0,001260545
11.01.2011;11.638,51;11.671,88;11.704,12;11.635,48;0,001308168
12.01.2011;11.673,62;11.755,44;11.782,23;11.673,62;0,00296905
13.01.2011;11.753,70;11.731,90;11.757,25;11.700,53;-0,000797735
14.01.2011;11.732,13;11.787,38;11.794,15;11.698,83;0,001909233
18.01.2011;11.783,82;11.837,93;11.858,78;11.777,99;0,001853172
19.01.2011;11.834,21;11.825,29;11.861,24;11.798,46;-0,00038587
20.01.2011;11.823,70;11.822,80;11.845,16;11.744,77;-2,7549E-05
21.01.2011;11.822,95;11.871,84;11.905,48;11.822,80;0,001850343
24.01.2011;11.873,43;11.980,52;11.982,94;11.867,98;0,003899472
25.01.2011;11.980,52;11.977,19;11.985,97;11.898,74;-6,05418E-05
26.01.2011;11.978,85;11.985,44;12.020,52;11.961,83;0,000235957
27.01.2011;11.985,36;11.989,83;12.019,53;11.971,93;0,000181139
28.01.2011;11.990,36;11.823,70;12.012,42;11.803,04;-0,006053477
31.01.2011;11.824,39;11.891,93;11.891,93;11.817,88;0,002494415
01.02.2011;11.892,50;12.040,16;12.050,75;11.892,50;0,00529092
02.02.2011;12.038,27;12.041,97;12.057,91;12.018,51;8,69348E-05
03.02.2011;12.040,68;12.062,26;12.080,54;11.981,05;0,000758588
04.02.2011;12.061,73;12.092,15;12.092,42;12.025,78;0,001102184
07.02.2011;12.092,38;12.161,63;12.188,76;12.092,30;0,002160991
08.02.2011;12.152,70;12.233,15;12.238,79;12.150,05;0,002728467
09.02.2011;12.229,29;12.239,89;12.254,23;12.188,19;0,00036811
10.02.2011;12.239,66;12.229,29;12.239,66;12.156,94;-0,000421738
11.02.2011;12.227,78;12.273,26;12.285,94;12.180,48;0,00138473
14.02.2011;12.266,83;12.268,19;12.276,21;12.235,91;-2,83233E-06
15.02.2011;12.266,75;12.226,64;12.267,66;12.193,27;-0,001665772
16.02.2011;12.219,79;12.288,17;12.303,16;12.219,79;0,002407564
17.02.2011;12.287,72;12.318,14;12.331,31;12.253,24;0,001092515
18.02.2011;12.318,67;12.391,25;12.391,29;12.303,23;0,002498372
22.02.2011;12.389,74;12.212,79;12.389,82;12.176,31;-0,006282154
23.02.2011;12.211,81;12.105,78;12.221,12;12.063,43;-0,003831031
24.02.2011;12.104,56;12.068,50;12.129,62;11.983,17;-0,001568211
25.02.2011;12.060,93;12.130,45;12.151,03;12.060,93;0,002496115
28.02.2011;12.130,45;12.226,34;12.235,04;12.130,15;0,003424885
01.03.2011;12.226,49;12.058,02;12.261,38;12.054,99;-0,006050289
02.03.2011;12.057,34;12.066,80;12.115,12;12.018,63;0,000384154
03.03.2011;12.068,01;12.258,20;12.283,10;12.068,01;0,006815132
04.03.2011;12.258,88;12.169,88;12.271,37;12.079,51;-0,00312132
07.03.2011;12.171,09;12.090,03;12.243,44;12.041,60;-0,003051555
08.03.2011;12.085,87;12.214,38;12.251,20;12.072,21;0,004479003
09.03.2011;12.211,16;12.213,09;12.257,82;12.156,60;9,60255E-06
10.03.2011;12.211,43;11.984,61;12.211,43;11.974,39;-0,008419925
11.03.2011;11.976,96;12.044,40;12.087,01;11.936,32;0,002356712
14.03.2011;12.042,13;11.993,16;12.042,13;11.897,31;-0,001931581
15.03.2011;11.988,69;11.855,42;11.988,69;11.696,25;-0,00489948
16.03.2011;11.854,20;11.613,30;11.856,70;11.555,48;-0,008857149
17.03.2011;11.614,89;11.774,59;11.800,54;11.614,82;0,006028055
18.03.2011;11.777,23;11.858,52;11.927,09;11.777,23;0,00304556
21.03.2011;11.860,11;12.036,53;12.078,30;11.860,11;0,006406813
22.03.2011;12.036,37;12.018,63;12.050,98;12.002,85;-0,000648875
23.03.2011;12.018,40;12.086,02;12.116,14;11.972,61;0,00249127
24.03.2011;12.087,54;12.170,56;12.191,18;12.087,54;0,00297799
25.03.2011;12.170,71;12.220,59;12.259,79;12.170,71;0,001797582
28.03.2011;12.221,19;12.197,88;12.272,92;12.197,88;-0,00095021
29.03.2011;12.194,48;12.279,01;12.285,41;12.173,51;0,003037557
30.03.2011;12.280,07;12.350,61;12.383,46;12.280,07;0,00249284
31.03.2011;12.350,76;12.319,73;12.381,68;12.319,01;-0,00104702
01.04.2011;12.321,02;12.376,72;12.419,71;12.321,02;0,001884507
04.04.2011;12.374,60;12.400,03;12.407,41;12.369,15;0,000963359
05.04.2011;12.402,08;12.393,90;12.438,14;12.353,34;-0,000540312
06.04.2011;12.386,66;12.426,75;12.450,93;12.386,66;0,00139286
07.04.2011;12.426,45;12.409,49;12.440,56;12.328,36;-0,000579845
08.04.2011;12.409,87;12.380,05;12.450,36;12.320,72;-0,001031503
11.04.2011;12.380,43;12.381,11;12.444,00;12.352,88;2,66593E-05
12.04.2011;12.381,19;12.263,58;12.381,19;12.233,00;-0,004142641
13.04.2011;12.263,65;12.270,99;12.335,10;12.224,45;0,00023331
14.04.2011;12.270,24;12.285,15;12.305,58;12.163,86;0,000538011
15.04.2011;12.285,45;12.341,83;12.369,27;12.272,58;0,001913885
18.04.2011;12.339,71;12.201,59;12.339,79;12.093,89;-0,004893865
19.04.2011;12.201,44;12.266,75;12.275,34;12.200,30;0,002318426
20.04.2011;12.266,75;12.453,54;12.475,53;12.263,58;0,006566096
21.04.2011;12.453,62;12.505,99;12.506,06;12.447,56;0,001822467
25.04.2011;12.505,99;12.479,88;12.506,22;12.446,05;-0,000873565
26.04.2011;12.480,86;12.595,37;12.613,16;12.478,14;0,003858136
27.04.2011;12.592,23;12.690,96;12.708,37;12.588,33;0,003355552
28.04.2011;12.689,90;12.763,31;12.776,14;12.674,54;0,002510222
29.04.2011;12.763,46;12.810,54;12.832,83;12.751,13;0,001586132
02.05.2011;12.810,16;12.807,36;12.876,00;12.784,62;-0,00012817
03.05.2011;12.806,38;12.807,51;12.840,66;12.749,99;-3,05212E-06
04.05.2011;12.806,29;12.723,58;12.806,68;12.673,02;-0,002811618
05.05.2011;12.723,65;12.584,17;12.724,56;12.521,28;-0,004904837
06.05.2011;12.580,76;12.638,74;12.759,23;12.579,93;0,001965632
09.05.2011;12.637,83;12.684,68;12.722,07;12.620,20;0,001622413
10.05.2011;12.685,13;12.760,36;12.781,06;12.681,65;0,002074562
11.05.2011;12.745,87;12.630,03;12.748,21;12.577,21;-0,00396751
12.05.2011;12.629,96;12.695,92;12.718,58;12.537,17;0,002252966
13.05.2011;12.695,65;12.595,75;12.714,50;12.543,19;-0,0034647
16.05.2011;12.594,77;12.548,37;12.642,90;12.530,81;-0,001846645
17.05.2011;12.541,33;12.479,58;12.541,33;12.378,84;-0,002415154
18.05.2011;12.471,78;12.560,18;12.571,15;12.443,10;0,003111678
19.05.2011;12.561,46;12.605,32;12.633,59;12.533,46;0,001493083
20.05.2011;12.604,72;12.512,04;12.604,83;12.485,86;-0,003228682
23.05.2011;12.511,36;12.381,26;12.511,36;12.331,77;-0,004528803
24.05.2011;12.381,57;12.356,21;12.422,55;12.350,04;-0,00091715
25.05.2011;12.355,45;12.394,66;12.440,03;12.309,52;0,00126987
26.05.2011;12.391,63;12.402,76;12.441,58;12.317,92;0,000225296
27.05.2011;12.398,06;12.441,58;12.483,81;12.397,69;0,001585328
31.05.2011;12.443,40;12.569,79;12.574,29;12.443,40;0,004375831
01.06.2011;12.569,41;12.290,14;12.569,49;12.282,42;-0,009776792
02.06.2011;12.289,61;12.248,55;12.306,71;12.190,54;-0,001480015
03.06.2011;12.247,80;12.151,26;12.247,87;12.104,03;-0,003439274
06.06.2011;12.151,19;12.089,96;12.151,49;12.070,66;-0,002186045
07.06.2011;12.090,18;12.070,81;12.178,89;12.066,61;-0,000859728
08.06.2011;12.066,27;12.048,94;12.098,36;12.024,26;-0,000605094
09.06.2011;12.049,47;12.124,36;12.183,12;12.049,09;0,002684072
10.06.2011;12.124,17;11.951,91;12.124,85;11.937,42;-0,006453865
13.06.2011;11.945,33;11.952,97;12.011,66;11.917,78;0,000219903
14.06.2011;11.951,38;12.076,11;12.120,80;11.951,38;0,0044734
15.06.2011;12.075,12;11.897,27;12.075,20;11.862,53;-0,006485754
16.06.2011;11.896,13;11.961,52;11.990,02;11.875,77;0,002422058
17.06.2011;11.962,66;12.004,36;12.072,89;11.962,51;0,001508357
20.06.2011;12.004,28;12.080,38;12.099,87;11.971,29;0,00277863
21.06.2011;12.081,33;12.190,01;12.217,33;12.081,18;0,003878626
22.06.2011;12.189,71;12.109,67;12.207,99;12.105,85;-0,002908408
23.06.2011;12.108,35;12.050,00;12.108,73;11.874,94;-0,002125311
24.06.2011;12.049,24;11.934,58;12.057,19;11.925,42;-0,004149604
27.06.2011;11.934,66;12.043,56;12.098,81;11.934,05;0,00389867
28.06.2011;12.042,28;12.188,69;12.190,43;12.042,28;0,00521054
29.06.2011;12.187,63;12.261,42;12.284,39;12.175,86;0,002650905
30.06.2011;12.262,25;12.414,34;12.427,09;12.262,10;0,00527405
01.07.2011;12.412,07;12.582,77;12.596,13;12.404,08;0,005932042
04.07.2011;12.582,77;12.582,77;12.582,77;12.582,77;7,93838E-06
05.07.2011;12.583,00;12.569,87;12.601,80;12.540,58;-0,000709159
06.07.2011;12.562,47;12.626,02;12.643,24;12.539,21;0,002233053
07.07.2011;12.627,23;12.719,49;12.753,89;12.627,23;0,003107315
08.07.2011;12.717,90;12.657,20;12.717,90;12.567,41;-0,00213198
11.07.2011;12.655,62;12.505,76;12.655,84;12.470,30;-0,005180976
12.07.2011;12.505,54;12.446,88;12.570,58;12.446,88;-0,002026246
13.07.2011;12.447,33;12.491,61;12.611,04;12.447,33;0,001539432
14.07.2011;12.491,53;12.437,12;12.581,98;12.414,41;-0,001895811
15.07.2011;12.437,12;12.479,73;12.504,82;12.406,09;0,001324559
18.07.2011;12.475,11;12.385,16;12.475,26;12.296,23;-0,003112256
19.07.2011;12.386,03;12.587,42;12.607,56;12.385,96;0,006875538
20.07.2011;12.583,68;12.571,91;12.603,51;12.546,56;-0,000573632
21.07.2011;12.567,07;12.724,41;12.751,43;12.566,61;0,005413859
22.07.2011;12.724,71;12.681,16;12.740,87;12.644,19;-0,00153823
25.07.2011;12.679,72;12.592,80;12.679,95;12.536,19;-0,00301081
26.07.2011;12.592,12;12.501,30;12.593,40;12.489,04;-0,003243739
27.07.2011;12.498,42;12.302,55;12.498,65;12.289,69;-0,006889277
28.07.2011;12.301,72;12.240,11;12.384,90;12.226,83;-0,002207129
29.07.2011;12.239,36;12.143,24;12.243,07;12.083,45;-0,003389083
01.08.2011;12.144,22;12.132,49;12.282,42;11.998,08;-0,00051706
02.08.2011;12.129,77;11.866,62;12.130,30;11.865,56;-0,009630946
03.08.2011;11.863,74;11.896,44;11.904,91;11.700,34;0,001101202
04.08.2011;11.893,86;11.383,68;11.893,94;11.372,14;-0,019028698
05.08.2011;11.383,98;11.444,61;11.555,41;11.139,00;0,001901405
08.08.2011;11.433,93;10.809,85;11.434,09;10.809,85;-0,024333277
09.08.2011;10.810,91;11.239,77;11.244,01;10.604,07;0,016440152
10.08.2011;11.228,00;10.719,94;11.228,00;10.686,49;-0,019708753
11.08.2011;10.729,85;11.143,31;11.278,90;10.729,85;0,016426408
12.08.2011;11.143,46;11.269,02;11.346,67;11.142,18;0,004898077
15.08.2011;11.269,85;11.482,90;11.484,60;11.269,85;0,008041911
16.08.2011;11.480,48;11.405,93;11.488,01;11.292,63;-0,003359689
17.08.2011;11.392,01;11.410,21;11.529,67;11.322,30;0,00054329
18.08.2011;11.406,27;10.990,58;11.406,50;10.881,60;-0,016155835
19.08.2011;10.989,75;10.817,65;11.086,40;10.801,41;-0,006745701
22.08.2011;10.820,37;10.854,65;11.020,55;10.820,37;0,001370912
23.08.2011;10.854,58;11.176,76;11.176,84;10.854,43;0,01266482
24.08.2011;11.175,78;11.320,71;11.331,57;11.113,04;0,005607714
25.08.2011;11.321,02;11.149,82;11.406,39;11.106,76;-0,006797691
26.08.2011;11.145,20;11.284,54;11.326,43;10.929,20;0,005477191
29.08.2011;11.286,65;11.539,25;11.541,78;11.286,58;0,009344472
30.08.2011;11.532,13;11.559,95;11.630,07;11.429,39;0,001066337
31.08.2011;11.560,48;11.613,53;11.712,60;11.528,08;0,001979778
01.09.2011;11.613,30;11.493,57;11.716,84;11.488,46;-0,00455776
02.09.2011;11.492,06;11.240,26;11.492,14;11.211,35;-0,009735523
06.09.2011;11.237,31;11.139,30;11.237,46;10.932,53;-0,003869576
07.09.2011;11.137,63;11.414,86;11.414,86;11.137,63;0,010677803
08.09.2011;11.414,86;11.295,81;11.477,30;11.283,74;-0,004599734
09.09.2011;11.294,60;10.992,13;11.294,83;10.935,64;-0,011872767
12.09.2011;10.990,01;11.061,12;11.062,03;10.824,76;0,002560266
13.09.2011;11.054,99;11.105,85;11.140,85;10.987,18;0,002031771
14.09.2011;11.106,83;11.246,73;11.386,78;10.993,84;0,005474372
15.09.2011;11.247,72;11.433,18;11.433,40;11.247,49;0,007122676
16.09.2011;11.433,71;11.509,09;11.532,47;11.407,41;0,002762485
19.09.2011;11.506,67;11.401,01;11.506,82;11.255,25;-0,003988809
20.09.2011;11.401,47;11.408,66;11.550,22;11.373,92;0,000270743
21.09.2011;11.408,58;11.124,84;11.447,86;11.117,28;-0,011052997
22.09.2011;11.121,89;10.733,83;11.122,12;10.597,14;-0,015466773
23.09.2011;10.732,77;10.771,48;10.808,49;10.638,73;0,001575652
26.09.2011;10.771,78;11.043,86;11.057,49;10.771,78;0,010887289
27.09.2011;11.045,23;11.190,69;11.369,30;11.045,23;0,005620391
28.09.2011;11.189,10;11.010,90;11.317,08;10.996,98;-0,006897797
29.09.2011;11.012,79;11.153,98;11.271,14;10.965,45;0,005467865
30.09.2011;11.152,32;10.913,38;11.152,39;10.909,52;-0,009456885
03.10.2011;10.912,10;10.655,30;10.979,19;10.653,34;-0,010500012
04.10.2011;10.651,44;10.808,71;10.825,44;10.404,49;0,00603433
05.10.2011;10.800,47;10.939,95;10.950,89;10.738,10;0,005569506
06.10.2011;10.939,87;11.123,33;11.132,60;10.858,67;0,007225784
07.10.2011;11.123,41;11.103,12;11.232,05;11.051,13;-0,00073659
10.10.2011;11.104,56;11.433,18;11.433,33;11.104,56;0,012651251
11.10.2011;11.432,80;11.416,30;11.447,86;11.365,67;-0,000586911
12.10.2011;11.417,36;11.518,85;11.625,30;11.417,28;0,003814773
13.10.2011;11.518,09;11.478,13;11.518,09;11.377,82;-0,001477547
14.10.2011;11.478,97;11.644,49;11.646,83;11.478,66;0,006175032
17.10.2011;11.643,35;11.397,00;11.643,35;11.378,35;-0,009319033
18.10.2011;11.396,17;11.577,05;11.652,74;11.296,12;0,006857371
19.10.2011;11.577,54;11.504,62;11.633,70;11.469,17;-0,002838018
20.10.2011;11.502,13;11.541,78;11.581,25;11.391,14;0,001548701
21.10.2011;11.543,22;11.808,79;11.812,46;11.542,84;0,0098479
24.10.2011;11.807,96;11.913,62;11.940,75;11.805,77;0,00383278
25.10.2011;11.912,63;11.706,62;11.912,86;11.682,52;-0,007533842
26.10.2011;11.707,76;11.869,04;11.891,21;11.694,36;0,006052637
27.10.2011;11.872,07;12.208,55;12.284,31;11.872,07;0,012094592
28.10.2011;12.207,34;12.231,11;12.251,92;12.164,24;0,000777717
31.10.2011;12.229,22;11.955,01;12.229,29;11.954,41;-0,009975252
01.11.2011;11.951,53;11.657,96;11.951,76;11.630,03;-0,010781201
02.11.2011;11.658,49;11.836,04;11.876,83;11.658,49;0,006547608
03.11.2011;11.835,59;12.044,47;12.065,93;11.835,43;0,007559559
04.11.2011;12.043,41;11.983,24;12.043,49;11.850,31;-0,002183187
07.11.2011;11.983,02;12.068,39;12.074,44;11.880,69;0,002619664
08.11.2011;12.055,52;12.170,18;12.187,51;12.002,17;0,003976143
09.11.2011;12.166,40;11.780,94;12.166,40;11.736,93;-0,014015694
10.11.2011;11.780,03;11.893,79;11.961,14;11.779,88;0,004264781
11.11.2011;11.896,28;12.153,68;12.179,72;11.896,28;0,00927232
14.11.2011;12.153,00;12.078,98;12.170,56;12.027,03;-0,002691349
15.11.2011;12.077,92;12.096,16;12.165,11;12.001,26;0,000245162
16.11.2011;12.084,74;11.905,59;12.109,03;11.890,57;-0,00648347
17.11.2011;11.905,67;11.770,73;11.948,43;11.676,35;-0,005015016
18.11.2011;11.768,98;11.796,16;11.854,81;11.755,82;0,000979371
